,applicationsCount,applyType,applyUrl,benefits,companyId,companyName,companyUrl,contractType,experienceLevel,id,jobUrl,location,postedTime,posterFullName,posterProfileUrl,publishedAt,salary,sector,title,workType,min_years_of_experience,min_hourly_salary,max_hourly_salary,min_yearly_salary,max_yearly_salary,required_degree,remote_work,required_skills
870,Be among the first 25 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/r-d-research-scientist-at-bisco-4101290802?trk=public_jobs_topcard-title,,151673.0,BISCO,https://www.linkedin.com/company/bisco?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4101290802,https://www.linkedin.com/jobs/view/r-d-research-scientist-at-bisco-4101290802?trk=public_jobs_topcard-title,"Schaumburg, IL",3 hours ago,,,2024-12-17,"$78,000.00/yr - $92,000.00/yr",Internet Publishing,R&D Research Scientist,"Research, Analyst, and Information Technology",5.0,,,78000.0,92000.0,BS,False,"['research', 'technology', 'product development', 'technical writing', 'communication', 'organization', 'multitasking', 'laboratory equipment']"
871,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-science-intern-at-connectmeta-ai-4101312421?trk=public_jobs_topcard-title,,101910509.0,CONNECTMETA.AI,https://uk.linkedin.com/company/connectmeta-ai?trk=public_jobs_topcard-org-name,Internship,Not Applicable,4101312421,https://www.linkedin.com/jobs/view/data-science-intern-at-connectmeta-ai-4101312421?trk=public_jobs_topcard-title,"Texas, United States",2 days ago,,,2024-12-14,,"IT Services and IT Consulting, Information Services, and Technology, Information and Internet",Data Science Intern,"Analyst, Information Technology, and Other",,,,,,,True,"['data science', 'data analysis', 'machine learning', 'team collaboration', 'communication']"
872,Over 200 applicants,EXTERNAL,https://etsy.wd5.myworkdayjobs.com/Etsy_Careers/job/Brooklyn-New-York/Senior-Data-Scientist\u002d\u002dAnalytics_JR4033?source=LinkedIn,,67849.0,Etsy,https://www.linkedin.com/company/etsy?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4080347124,https://www.linkedin.com/jobs/view/senior-data-scientist-analytics-at-etsy-4080347124?trk=public_jobs_topcard-title,"Brooklyn, NY",5 days ago,,,2024-12-11,"$136,000.00/yr - $176,000.00/yr",Software Development,"Senior Data Scientist, Analytics",Engineering and Information Technology,4.0,68.0,88.0,136000.0,176000.0,,False,"['data science', 'data analysis', 'SQL', 'R', 'Python', 'machine learning', 'A/B testing', 'statistical methods']"
873,104 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-at-kyyba-inc-4098419022?trk=public_jobs_topcard-title,"Medical insurance
Vision insurance
Dental insurance
401(k)",586336.0,KYYBA Inc,https://www.linkedin.com/company/kyyba-inc?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4098419022,https://www.linkedin.com/jobs/view/data-scientist-at-kyyba-inc-4098419022?trk=public_jobs_topcard-title,"Warren, MI",4 days ago,Nanaiah Nani,https://www.linkedin.com/in/nanaiah-nani-30541bb2,2024-12-12,,"Technology, Information and Media",Data Scientist,Information Technology,4.0,,,,,MS,False,"['Python', 'SQL', 'Data warehouse', 'Data visualization']"
874,186 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-at-vmc-soft-technologies-inc-4102746623?trk=public_jobs_topcard-title,,77158779.0,"VMC Soft Technologies, Inc",https://www.linkedin.com/company/vmc-soft-technologies-inc?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4102746623,https://www.linkedin.com/jobs/view/data-scientist-at-vmc-soft-technologies-inc-4102746623?trk=public_jobs_topcard-title,"Sunnyvale, CA",13 hours ago,SANTHAN KUMAR,https://in.linkedin.com/in/santhan-kumar-ab89071b8,2024-12-17,,IT Services and IT Consulting,Data Scientist,Information Technology,3.0,,,,,BS or MS,False,"['data visualization', 'SQL', 'communication', 'attention to detail']"
875,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/senior-data-scientist-at-intercom-4053491003?trk=public_jobs_topcard-title,,2491343.0,Intercom,https://www.linkedin.com/company/intercom?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4053491003,https://www.linkedin.com/jobs/view/senior-data-scientist-at-intercom-4053491003?trk=public_jobs_topcard-title,"San Francisco, CA",2 days ago,,,2024-12-14,"$191,983.00/yr - $223,063.00/yr","Technology, Information and Internet",Senior Data Scientist,Engineering and Information Technology,6.0,,,191983.0,223063.0,,True,"['data analysis', 'communication', 'mentoring', 'SQL', 'BI tools', 'Python', 'statistics']"
876,183 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/senior-data-scientist-us-remote-at-seek-4100715843?trk=public_jobs_topcard-title,,65350564.0,Seek,https://www.linkedin.com/company/seek-insights?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4100715843,https://www.linkedin.com/jobs/view/senior-data-scientist-us-remote-at-seek-4100715843?trk=public_jobs_topcard-title,United States,3 days ago,,,2024-12-14,"$150,000.00/yr - $160,000.00/yr",Internet Publishing,Senior Data Scientist - US Remote,Engineering and Information Technology,3.0,,,150000.0,160000.0,BS,True,"['Python', 'Machine Learning', 'SQL', 'Data Engineering', 'Data Visualization']"
877,181 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/senior-data-scientist-at-multiscale-technologies-inc-4098451795?trk=public_jobs_topcard-title,"Medical insurance
Vision insurance
Dental insurance",64683502.0,Multiscale Technologies Inc,https://www.linkedin.com/company/multiscale-tech?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4098451795,https://www.linkedin.com/jobs/view/senior-data-scientist-at-multiscale-technologies-inc-4098451795?trk=public_jobs_topcard-title,"San Francisco, CA",4 days ago,Kavitha Jonnakuti,https://www.linkedin.com/in/kavitha-jonnakuti-570b3446,2024-12-12,,"Research Services and Technology, Information and Media",Senior Data Scientist,Engineering and Information Technology,3.0,,,,,MS/PhD,False,"['data analysis', 'machine learning', 'optimization', 'experimental workflows', 'problem-solving', 'collaboration', 'communication']"
878,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-compunnel-inc-4101171161?trk=public_jobs_topcard-title,,16690.0,Compunnel Inc.,https://www.linkedin.com/company/compunnel-software-group?trk=public_jobs_topcard-org-name,Contract,Associate,4101171161,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-compunnel-inc-4101171161?trk=public_jobs_topcard-title,"Painted Post, NY",13 hours ago,Deepak Kumar,https://in.linkedin.com/in/deepakk1695,2024-12-17,$50.00/hr - $55.00/hr,"Glass, Ceramics and Concrete Manufacturing, Glass Product Manufacturing, and Magnetic and Optical Media Manufacturing",Machine Learning Engineer,Engineering and Other,,,,,,MS,True,"['Programming (C# & Python)', 'Object-Oriented Programming', 'Training CNNs', 'Traditional machine learning', 'Data retrieval', 'Data plotting', 'Image processing algorithms', 'Communication skills', 'Presentation skills']"
879,141 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/artificial-intelligence-machine-learning-engineer-ii-at-govcon-associates-llc-4097668479?trk=public_jobs_topcard-title,,1634060.0,GovCon Associates LLC,https://www.linkedin.com/company/govcon-associates-llc-gca-?trk=public_jobs_topcard-org-name,Temporary,Mid-Senior level,4097668479,https://www.linkedin.com/jobs/view/artificial-intelligence-machine-learning-engineer-ii-at-govcon-associates-llc-4097668479?trk=public_jobs_topcard-title,"Austin, TX",8 hours ago,,,2024-12-17,$65.00/hr - $75.00/hr,Government Administration and Government Relations Services,Artificial Intelligence / Machine Learning Engineer II,Engineering and Science,,65.0,75.0,,,BS/MS,True,"['Python', 'R', 'TensorFlow', 'PyTorch', 'Keras', 'scikit-learn', 'SQL', 'NoSQL', 'big data', 'AWS', 'Google Cloud', 'Microsoft Azure', 'accuracy', 'precision', 'recall', 'RMSE', 'AUC-ROC', 'GitHub', 'GitLab', 'analytical', 'problem-solving', 'communication']"
880,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-at-central-transport-4097639605?trk=public_jobs_topcard-title,"Medical insurance
Vision insurance
Dental insurance
401(k)",23435.0,Central Transport,https://www.linkedin.com/company/centraltransport?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4097639605,https://www.linkedin.com/jobs/view/data-scientist-at-central-transport-4097639605?trk=public_jobs_topcard-title,"Warren, MI",3 days ago,Liam F.,https://www.linkedin.com/in/liam-f-543346135,2024-12-13,"$90,000.00/yr - $120,000.00/yr","Truck Transportation, Transportation, Logistics, Supply Chain and Storage, and Freight and Package Transportation",Data Scientist,Other,2.0,,,,,MS,False,"['data science', 'machine learning', 'data analysis', 'programming', 'cloud platforms']"
881,Over 200 applicants,EXTERNAL,https://careers.paramount.com/job/New-York-Data-Scientist-NY-10036/1238167200/?feedId=404800&utm_source=LinkedInJobPostings&utm_campaign=Paramount_LinkedIn,,78378114.0,Paramount,https://www.linkedin.com/company/paramountco?trk=public_jobs_topcard-org-name,Full-time,Entry level,4089557959,https://www.linkedin.com/jobs/view/data-scientist-at-paramount-4089557959?trk=public_jobs_topcard-title,"New York, NY",5 days ago,,,2024-12-11,"$100,000.00/yr - $135,000.00/yr",Entertainment Providers,Data Scientist,Engineering and Information Technology,5.0,,,100000.0,135000.0,BS,False,"['Python', 'SQL', 'statistical modeling', 'a/b testing', 'data modeling', 'machine learning', 'data extraction', 'cloud platforms', 'analytics']"
882,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-at-elder-research-4018715945?trk=public_jobs_topcard-title,,101021.0,Elder Research,https://www.linkedin.com/company/elder-research-inc?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4018715945,https://www.linkedin.com/jobs/view/data-scientist-at-elder-research-4018715945?trk=public_jobs_topcard-title,"Springfield, VA",1 day ago,,,2024-12-15,,IT Services and IT Consulting,Data Scientist,Strategy/Planning and Information Technology,6.0,,,,,,False,"['Python', 'R', 'SQL', 'Git', 'AWS Sagemaker', 'SAS', 'statistics', 'Bayesian', 'Markov-Chain modelling', 'TensorFlow', 'Linear Algebra', 'NLP', 'data science life cycle']"
883,Over 200 applicants,EXTERNAL,https://fractal.wd1.myworkdayjobs.com/Careers/job/California/Data-Scientist_SR-27895-1?source=LinkedIn,,26945.0,Fractal,https://www.linkedin.com/company/fractal-analytics?trk=public_jobs_topcard-org-name,Full-time,Entry level,4067834915,https://www.linkedin.com/jobs/view/data-scientist-at-fractal-4067834915?trk=public_jobs_topcard-title,"California, United States",4 days ago,,,2024-12-12,"$115,000.00/yr - $185,000.00/yr",Business Consulting and Services,Data Scientist,Engineering and Information Technology,3.0,,,115000.0,185000.0,BS/MS,False,"['Machine Learning', 'Python', 'Data Science', 'Data Modeling', 'Big Data', 'Cloud Computing', 'Statistical Models', 'Anomaly Detection', 'Time Series', 'Neural Networks']"
884,37 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/staff-data-scientist-media-measurement-at-cint-4097006937?trk=public_jobs_topcard-title,,41996.0,Cint,https://se.linkedin.com/company/cint?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4097006937,https://www.linkedin.com/jobs/view/staff-data-scientist-media-measurement-at-cint-4097006937?trk=public_jobs_topcard-title,"New York, NY",5 days ago,,,2024-12-11,"$167,000.00/yr - $210,000.00/yr",Software Development,Staff Data Scientist - Media Measurement,Other,10.0,0.0,0.0,167000.0,210000.0,MS,True,"['statistical modeling', 'machine learning', 'data analysis', 'Python programming', 'SQL', 'big data technologies']"
885,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-roots-automation-4099712249?trk=public_jobs_topcard-title,"Medical insurance
Vision insurance
Dental insurance
Paid maternity leave
Paid paternity leave",40848140.0,Roots Automation,https://www.linkedin.com/company/rootsautomation?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4099712249,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-roots-automation-4099712249?trk=public_jobs_topcard-title,New York City Metropolitan Area,3 days ago,Abbie Morris,https://uk.linkedin.com/in/abbie-morris-036b59189,2024-12-13,"$140,000.00/yr - $165,000.00/yr",IT Services and IT Consulting,Artificial Intelligence Engineer,Engineering and Information Technology,,,,,,Graduate degree,False,"['machine learning', 'Python', 'ML algorithms', 'NLP', 'computer vision', 'information retrieval', 'analytical thinking', 'problem-solving', 'communication skills']"
886,42 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-at-allure-consultant-4095724618?trk=public_jobs_topcard-title,,105454584.0,Allure Consultant,https://www.linkedin.com/company/allure-consultant?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4095724618,https://www.linkedin.com/jobs/view/data-scientist-at-allure-consultant-4095724618?trk=public_jobs_topcard-title,"McLean, VA",6 days ago,,,2024-12-10,"$148,000.00/yr - $175,000.00/yr",Staffing and Recruiting,Data Scientist,Engineering and Information Technology,1.0,,,,,BS,False,"['python', 'machine learning', 'computer vision', 'object detection', 'data science', 'statistics', 'analytics']"
887,33 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/principal-machine-learning-engineer-ai-research-at-palo-alto-networks-4099246914?trk=public_jobs_topcard-title,,30086.0,Palo Alto Networks,https://www.linkedin.com/company/palo-alto-networks?trk=public_jobs_topcard-org-name,Full-time,Associate,4099246914,https://www.linkedin.com/jobs/view/principal-machine-learning-engineer-ai-research-at-palo-alto-networks-4099246914?trk=public_jobs_topcard-title,"Santa Clara, CA",4 days ago,,,2024-12-12,,Computer and Network Security,Principal Machine Learning Engineer (AI Research),Engineering,5.0,,,151000.0,246500.0,MS,False,"['machine learning', 'programming', 'distributed cloud systems', 'deep learning', 'communication skills']"
888,164 applicants,EXTERNAL,https://careers.google.com/jobs/results/114207414873400006-data-scientist/?src=Online/LinkedIn/linkedin_us&utm_source=linkedin&utm_medium=jobposting&utm_campaign=contract,,1441.0,Google,https://www.linkedin.com/company/google?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4078164952,https://www.linkedin.com/jobs/view/data-scientist-research-search-platform-at-google-4078164952?trk=public_jobs_topcard-title,"Cambridge, MA",5 days ago,,,2024-12-11,"$177,000.00/yr - $266,000.00/yr","Information Services and Technology, Information and Internet","Data Scientist, Research, Search Platform",Information Technology and Engineering,6.0,85.0,127.0,177000.0,266000.0,MS,True,"['analytics', 'coding', 'statistical analysis', 'business recommendations', 'data analysis', 'communication', 'leadership', 'problem-solving']"
889,177 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-pyramid-consulting-inc-4097674035?trk=public_jobs_topcard-title,,165602.0,"Pyramid Consulting, Inc",https://www.linkedin.com/company/pyramid-consulting?trk=public_jobs_topcard-org-name,Contract,Not Applicable,4097674035,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-pyramid-consulting-inc-4097674035?trk=public_jobs_topcard-title,"Jersey City, NJ",3 days ago,,,2024-12-13,$110.00/hr - $115.00/hr,IT Services and IT Consulting,Machine Learning Engineer,Information Technology,1.0,110.0,115.0,,,MS,False,"['Machine Learning', 'Python', 'SQL', 'statistical modeling', 'data analysis', 'Tensorflow', 'PyTorch', 'scikit-learn', 'problem-solving', 'communication', 'collaboration', 'MLOps', 'Docker', 'Kubernetes', 'mentoring']"
890,62 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-at-aditi-consulting-4097004424?trk=public_jobs_topcard-title,,2985733.0,Aditi Consulting,https://www.linkedin.com/company/aditiconsulting?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4097004424,https://www.linkedin.com/jobs/view/data-scientist-at-aditi-consulting-4097004424?trk=public_jobs_topcard-title,"Plano, TX",5 days ago,Ginni Ramesh Kumar,https://in.linkedin.com/in/ginni-ramesh-kumar-92718b10a,2024-12-11,$57.00/hr - $60.00/hr,Retail,Data Scientist,Information Technology,4.0,,,,,BS/MS,False,"['Machine Learning', 'Data Analysis', 'Excel', 'Data Mining', 'Python', 'Statistical Skills', 'Data Visualization', 'Presentation Skills']"
